,Order Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Month,Year,Quarter
2394,14/11/2016,Standard Class,PJ-18835,Patrick Jones,Corporate,New York City,New York,East,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,37.6,11,2016,Quarter4
2395,14/11/2016,Standard Class,PJ-18835,Patrick Jones,Corporate,New York City,New York,East,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,59.9,11,2016,Quarter4
2396,14/11/2016,Standard Class,PJ-18835,Patrick Jones,Corporate,New York City,New York,East,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",37.0,11,2016,Quarter4
2397,14/08/2018,Second Class,NP-18700,Nora Preis,Consumer,San Francisco,California,West,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,5.76,8,2018,Quarter3
2398,14/08/2018,Second Class,NP-18700,Nora Preis,Consumer,San Francisco,California,West,OFF-AR-10000246,Office Supplies,Art,Newell 318,16.68,8,2018,Quarter3
2399,9/9/2018,Standard Class,SB-20290,Sean Braxton,Corporate,Florence,South Carolina,South,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,628.81,9,2018,Quarter3
2400,9/9/2018,Standard Class,SB-20290,Sean Braxton,Corporate,Florence,South Carolina,South,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45,9,2018,Quarter3
2401,1/4/2018,Second Class,AS-10090,Adam Shillingsburg,Consumer,Springfield,Missouri,Central,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,94.2,4,2018,Quarter2
2402,1/4/2018,Second Class,AS-10090,Adam Shillingsburg,Consumer,Springfield,Missouri,Central,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,28.4,4,2018,Quarter2
2403,27/09/2017,Standard Class,HM-14860,Harry Marie,Corporate,Huntsville,Texas,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.6648,9,2017,Quarter3
2404,7/10/2018,Standard Class,MG-18145,Mike Gockenbach,Consumer,Los Angeles,California,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,1115.91,10,2018,Quarter4
2405,7/10/2018,Standard Class,MG-18145,Mike Gockenbach,Consumer,Los Angeles,California,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,128.744,10,2018,Quarter4
2406,7/10/2018,Standard Class,MG-18145,Mike Gockenbach,Consumer,Los Angeles,California,West,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",79.92,10,2018,Quarter4
2407,20/01/2018,Standard Class,TM-21010,Tamara Manning,Consumer,San Francisco,California,West,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,24.2,1,2018,Quarter1
2408,20/01/2018,Standard Class,TM-21010,Tamara Manning,Consumer,San Francisco,California,West,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,359.976,1,2018,Quarter1
2409,23/03/2018,First Class,BE-11335,Bill Eplett,Home Office,San Francisco,California,West,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,211.84,3,2018,Quarter1
2410,1/8/2015,Standard Class,AS-10630,Ann Steele,Home Office,Philadelphia,Pennsylvania,East,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",5.68,8,2015,Quarter3
2411,7/6/2016,Second Class,EM-13810,Eleni McCrary,Corporate,Los Angeles,California,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,7.52,6,2016,Quarter2
2412,12/11/2015,Standard Class,JA-15970,Joseph Airdo,Consumer,Los Angeles,California,West,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,11.96,11,2015,Quarter4
2413,12/11/2015,Standard Class,JA-15970,Joseph Airdo,Consumer,Los Angeles,California,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,629.064,11,2015,Quarter4
2414,29/12/2017,Standard Class,TB-21595,Troy Blackwell,Consumer,Milwaukee,Wisconsin,Central,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",754.45,12,2017,Quarter4
2415,6/7/2016,Standard Class,PP-18955,Paul Prost,Home Office,Holyoke,Massachusetts,East,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,301.96,7,2016,Quarter3
2416,12/10/2018,Standard Class,ML-18040,Michelle Lonsdale,Corporate,Albuquerque,New Mexico,West,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,595.0,10,2018,Quarter4
2417,12/10/2018,Standard Class,ML-18040,Michelle Lonsdale,Corporate,Albuquerque,New Mexico,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,79.872,10,2018,Quarter4
2418,21/05/2017,Standard Class,LC-16930,Linda Cazamias,Corporate,Sparks,Nevada,West,TEC-MA-10000112,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,2396.4,5,2017,Quarter2
2419,9/11/2018,Standard Class,MC-17590,Matt Collister,Corporate,Coachella,California,West,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",63.56,11,2018,Quarter4
2420,9/11/2018,Standard Class,MC-17590,Matt Collister,Corporate,Coachella,California,West,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,99.99,11,2018,Quarter4
2421,18/04/2017,Standard Class,CR-12580,Clay Rozendal,Home Office,Elmhurst,Illinois,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,4,2017,Quarter2
2422,18/04/2017,Standard Class,CR-12580,Clay Rozendal,Home Office,Elmhurst,Illinois,Central,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",9.664,4,2017,Quarter2
2423,25/12/2018,Standard Class,SV-20935,Susan Vittorini,Consumer,Fairfield,Ohio,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,158.928,12,2018,Quarter4
2424,25/12/2018,Standard Class,SV-20935,Susan Vittorini,Consumer,Fairfield,Ohio,East,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,13.023,12,2018,Quarter4
2425,25/12/2018,Standard Class,SV-20935,Susan Vittorini,Consumer,Fairfield,Ohio,East,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,273.06,12,2018,Quarter4
2426,25/12/2018,Standard Class,SV-20935,Susan Vittorini,Consumer,Fairfield,Ohio,East,OFF-FA-10002975,Office Supplies,Fasteners,Staples,39.312,12,2018,Quarter4
2427,11/6/2017,Standard Class,MZ-17515,Mary Zewe,Corporate,Arlington,Texas,Central,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,1.344,6,2017,Quarter2
2428,11/6/2017,Standard Class,MZ-17515,Mary Zewe,Corporate,Arlington,Texas,Central,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,8.272,6,2017,Quarter2
2429,11/6/2017,Standard Class,MZ-17515,Mary Zewe,Corporate,Arlington,Texas,Central,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",12.544,6,2017,Quarter2
2430,13/05/2018,Standard Class,RB-19795,Ross Baird,Home Office,San Francisco,California,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,58.48,5,2018,Quarter2
2431,28/12/2018,Standard Class,HM-14860,Harry Marie,Corporate,Seattle,Washington,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,7.4,12,2018,Quarter4
2432,25/03/2015,Standard Class,AZ-10750,Annie Zypern,Consumer,New York City,New York,East,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",366.786,3,2015,Quarter1
2433,28/05/2018,Standard Class,JH-15910,Jonathan Howell,Consumer,Houston,Texas,Central,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,54.368,5,2018,Quarter2
2434,14/11/2016,First Class,PJ-18835,Patrick Jones,Corporate,Springfield,Virginia,South,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,33.96,11,2016,Quarter4
2435,14/11/2016,First Class,PJ-18835,Patrick Jones,Corporate,Springfield,Virginia,South,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,826.11,11,2016,Quarter4
2436,3/7/2018,Standard Class,CA-12265,Christina Anderson,Consumer,Farmington,New Mexico,West,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",545.85,7,2018,Quarter3
2437,18/11/2015,Second Class,PW-19240,Pierre Wener,Consumer,Louisville,Colorado,West,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,145.98,11,2015,Quarter4
2438,18/11/2015,Second Class,PW-19240,Pierre Wener,Consumer,Louisville,Colorado,West,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",35.808,11,2015,Quarter4
2439,17/07/2018,Standard Class,SW-20455,Shaun Weien,Consumer,Tampa,Florida,South,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",7.904,7,2018,Quarter3
2440,22/05/2017,Standard Class,AF-10870,Art Ferguson,Consumer,Passaic,New Jersey,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,345.0,5,2017,Quarter2
2441,22/05/2017,Standard Class,AF-10870,Art Ferguson,Consumer,Passaic,New Jersey,East,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,174.286,5,2017,Quarter2
2442,22/05/2017,Standard Class,AF-10870,Art Ferguson,Consumer,Passaic,New Jersey,East,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,662.84,5,2017,Quarter2
2443,22/05/2017,Standard Class,AF-10870,Art Ferguson,Consumer,Passaic,New Jersey,East,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,95.1,5,2017,Quarter2
2444,22/05/2017,Standard Class,AF-10870,Art Ferguson,Consumer,Passaic,New Jersey,East,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,26.88,5,2017,Quarter2
2445,22/05/2017,Standard Class,AF-10870,Art Ferguson,Consumer,Passaic,New Jersey,East,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,257.98,5,2017,Quarter2
2446,25/09/2016,Standard Class,AM-10705,Anne McFarland,Consumer,Los Angeles,California,West,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,9,2016,Quarter3
2447,31/10/2017,Standard Class,BD-11320,Bill Donatelli,Consumer,Philadelphia,Pennsylvania,East,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,492.835,10,2017,Quarter4
2448,14/09/2016,Second Class,CM-12385,Christopher Martinez,Consumer,North Charleston,South Carolina,South,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,269.49,9,2016,Quarter3
2449,5/11/2017,Standard Class,CS-12400,Christopher Schild,Home Office,San Jose,California,West,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,29.12,11,2017,Quarter4
2450,17/03/2018,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,East,OFF-LA-10000081,Office Supplies,Labels,Avery 496,18.75,3,2018,Quarter1
2451,17/03/2018,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,East,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,119.7,3,2018,Quarter1
2452,17/03/2018,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",9.144,3,2018,Quarter1
2453,17/03/2018,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,East,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,57.06,3,2018,Quarter1
2454,17/03/2018,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,East,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,71.6,3,2018,Quarter1
2455,17/03/2018,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,East,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",107.44,3,2018,Quarter1
2456,17/03/2018,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,7.31,3,2018,Quarter1
2457,17/03/2018,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,59.1,3,2018,Quarter1
2458,17/03/2018,Second Class,DB-13405,Denny Blanton,Consumer,New York City,New York,East,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,3,2018,Quarter1
2459,15/08/2018,Standard Class,JG-15160,James Galang,Consumer,Plainfield,New Jersey,East,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,8,2018,Quarter3
2460,11/7/2016,Second Class,SC-20380,Shahid Collister,Consumer,Seattle,Washington,West,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,29.97,7,2016,Quarter3
2461,11/7/2016,Second Class,SC-20380,Shahid Collister,Consumer,Seattle,Washington,West,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",98.352,7,2016,Quarter3
2462,3/12/2018,Standard Class,CS-12460,Chuck Sachs,Consumer,New York City,New York,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,83.92,12,2018,Quarter4
2463,3/12/2018,Standard Class,CS-12460,Chuck Sachs,Consumer,New York City,New York,East,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,14.624,12,2018,Quarter4
2464,3/12/2018,Standard Class,CS-12460,Chuck Sachs,Consumer,New York City,New York,East,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,136.99,12,2018,Quarter4
2465,3/12/2018,Standard Class,CS-12460,Chuck Sachs,Consumer,New York City,New York,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,3.15,12,2018,Quarter4
2466,4/5/2018,Standard Class,MK-18160,Mike Kennedy,Consumer,Newport News,Virginia,South,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",9.11,5,2018,Quarter2
2467,4/5/2018,Standard Class,MK-18160,Mike Kennedy,Consumer,Newport News,Virginia,South,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,571.44,5,2018,Quarter2
2468,4/5/2018,Standard Class,MK-18160,Mike Kennedy,Consumer,Newport News,Virginia,South,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,32.4,5,2018,Quarter2
2469,4/5/2018,Standard Class,MK-18160,Mike Kennedy,Consumer,Newport News,Virginia,South,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",16.91,5,2018,Quarter2
2470,22/01/2017,Standard Class,CM-11935,Carlos Meador,Consumer,Fayetteville,North Carolina,South,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,14.272,1,2017,Quarter1
2471,22/01/2017,Standard Class,CM-11935,Carlos Meador,Consumer,Fayetteville,North Carolina,South,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",451.136,1,2017,Quarter1
2472,22/01/2017,Standard Class,CM-11935,Carlos Meador,Consumer,Fayetteville,North Carolina,South,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.864,1,2017,Quarter1
2473,3/11/2017,First Class,PF-19225,Phillip Flathmann,Consumer,Los Angeles,California,West,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,217.584,11,2017,Quarter4
2474,3/11/2017,First Class,PF-19225,Phillip Flathmann,Consumer,Los Angeles,California,West,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,11,2017,Quarter4
2475,3/11/2017,First Class,PF-19225,Phillip Flathmann,Consumer,Los Angeles,California,West,OFF-LA-10004545,Office Supplies,Labels,Avery 50,87.71,11,2017,Quarter4
2476,3/11/2017,First Class,PF-19225,Phillip Flathmann,Consumer,Los Angeles,California,West,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48,11,2017,Quarter4
2477,4/9/2018,Second Class,GM-14695,Greg Maxwell,Corporate,Los Angeles,California,West,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352,9,2018,Quarter3
2478,13/09/2015,Standard Class,DC-12850,Dan Campbell,Consumer,New York City,New York,East,OFF-AR-10002833,Office Supplies,Art,Newell 322,5.46,9,2015,Quarter3
2479,19/06/2018,Standard Class,FO-14305,Frank Olsen,Consumer,Dallas,Texas,Central,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,11.184,6,2018,Quarter2
2480,19/06/2018,Standard Class,FO-14305,Frank Olsen,Consumer,Dallas,Texas,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,153.584,6,2018,Quarter2
2481,24/12/2018,Standard Class,AH-10210,Alan Hwang,Consumer,Seattle,Washington,West,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,1003.62,12,2018,Quarter4
2482,28/08/2018,Standard Class,KN-16705,Kristina Nunn,Home Office,Seattle,Washington,West,TEC-PH-10000912,Technology,Phones,Anker 24W Portable Micro USB Car Charger,35.168,8,2018,Quarter3
2483,28/08/2018,Standard Class,KN-16705,Kristina Nunn,Home Office,Seattle,Washington,West,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1137.75,8,2018,Quarter3
2484,28/08/2018,Standard Class,KN-16705,Kristina Nunn,Home Office,Seattle,Washington,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,99.68,8,2018,Quarter3
2485,28/08/2018,Standard Class,KN-16705,Kristina Nunn,Home Office,Seattle,Washington,West,OFF-AR-10003856,Office Supplies,Art,Newell 344,5.56,8,2018,Quarter3
2486,2/1/2016,Second Class,CB-12535,Claudia Bergmann,Corporate,Newark,Delaware,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52,1,2016,Quarter1
2487,2/1/2016,Second Class,CB-12535,Claudia Bergmann,Corporate,Newark,Delaware,East,OFF-AR-10001473,Office Supplies,Art,Newell 313,9.84,1,2016,Quarter1
2488,2/1/2016,Second Class,CB-12535,Claudia Bergmann,Corporate,Newark,Delaware,East,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,20.04,1,2016,Quarter1
2489,9/10/2016,Second Class,TB-21250,Tim Brockman,Consumer,New York City,New York,East,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,631.96,10,2016,Quarter4
2490,9/10/2016,Second Class,TB-21250,Tim Brockman,Consumer,New York City,New York,East,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,23.92,10,2016,Quarter4
2491,13/12/2015,Second Class,KD-16345,Katherine Ducich,Consumer,Los Angeles,California,West,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,90.24,12,2015,Quarter4
2492,19/11/2015,Standard Class,JM-15865,John Murray,Consumer,Jamestown,New York,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,4548.81,11,2015,Quarter4
2493,10/9/2017,Second Class,KT-16480,Kean Thornton,Consumer,Houston,Texas,Central,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,300.93,9,2017,Quarter3
2494,10/9/2017,Second Class,KT-16480,Kean Thornton,Consumer,Houston,Texas,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,719.96,9,2017,Quarter3
2495,16/06/2015,Standard Class,SC-20575,Sonia Cooley,Consumer,Mishawaka,Indiana,Central,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",647.84,6,2015,Quarter2
2496,26/09/2016,Standard Class,BS-11800,Bryan Spruell,Home Office,San Diego,California,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",64.17,9,2016,Quarter3
2497,26/09/2016,Standard Class,BS-11800,Bryan Spruell,Home Office,San Diego,California,West,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,124.46,9,2016,Quarter3
2498,19/05/2017,Standard Class,BT-11395,Bill Tyler,Corporate,San Francisco,California,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,9.584,5,2017,Quarter2
2499,22/06/2018,First Class,DC-12850,Dan Campbell,Consumer,Miami,Florida,South,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",37.608,6,2018,Quarter2
2500,17/06/2018,First Class,LS-17200,Luke Schmidt,Corporate,Skokie,Illinois,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",12.224,6,2018,Quarter2
2501,17/06/2018,First Class,LS-17200,Luke Schmidt,Corporate,Skokie,Illinois,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.304,6,2018,Quarter2
2502,17/06/2018,First Class,LS-17200,Luke Schmidt,Corporate,Skokie,Illinois,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,9.36,6,2018,Quarter2
2503,14/11/2017,Standard Class,RR-19315,Ralph Ritter,Consumer,San Francisco,California,West,OFF-LA-10000248,Office Supplies,Labels,Avery 52,7.38,11,2017,Quarter4
2504,25/07/2015,Second Class,KL-16645,Ken Lonsdale,Consumer,San Francisco,California,West,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",53.72,7,2015,Quarter3
2505,25/07/2015,Second Class,KL-16645,Ken Lonsdale,Consumer,San Francisco,California,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,8187.65,7,2015,Quarter3
2506,25/07/2015,Second Class,KL-16645,Ken Lonsdale,Consumer,San Francisco,California,West,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,77.92,7,2015,Quarter3
2507,2/7/2016,Same Day,RB-19435,Richard Bierner,Consumer,Houston,Texas,Central,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,32.784,7,2016,Quarter3
2508,2/3/2018,Standard Class,MY-17380,Maribeth Yedwab,Corporate,Los Angeles,California,West,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776,3,2018,Quarter1
2509,2/3/2018,Standard Class,MY-17380,Maribeth Yedwab,Corporate,Los Angeles,California,West,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,479.94,3,2018,Quarter1
2510,18/11/2017,Standard Class,AW-10930,Arthur Wiediger,Home Office,Oklahoma City,Oklahoma,Central,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,11,2017,Quarter4
2511,18/04/2016,First Class,KW-16570,Kelly Williams,Consumer,Monroe,Louisiana,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,106.5,4,2016,Quarter2
2512,2/12/2018,Standard Class,DB-12910,Daniel Byrd,Home Office,Tampa,Florida,South,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",45.66,12,2018,Quarter4
2513,11/11/2017,Standard Class,BB-11545,Brenda Bowman,Corporate,Chicago,Illinois,Central,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,95.968,11,2017,Quarter4
2514,11/11/2017,Standard Class,BB-11545,Brenda Bowman,Corporate,Chicago,Illinois,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,47.992,11,2017,Quarter4
2515,5/9/2015,Standard Class,NP-18700,Nora Preis,Consumer,Bowling Green,Ohio,East,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,264.32,9,2015,Quarter3
2516,15/11/2015,Standard Class,PB-19105,Peter Bühler,Consumer,Houston,Texas,Central,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,604.656,11,2015,Quarter4
2517,2/5/2018,Standard Class,DW-13585,Dorothy Wardle,Corporate,Westfield,New Jersey,East,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,129.93,5,2018,Quarter2
2518,15/10/2017,Standard Class,CD-12790,Cynthia Delaney,Home Office,Oklahoma City,Oklahoma,Central,OFF-LA-10004559,Office Supplies,Labels,Avery 49,20.16,10,2017,Quarter4
2519,15/10/2017,Standard Class,CD-12790,Cynthia Delaney,Home Office,Oklahoma City,Oklahoma,Central,OFF-LA-10003223,Office Supplies,Labels,Avery 508,29.46,10,2017,Quarter4
2520,15/10/2017,Standard Class,CD-12790,Cynthia Delaney,Home Office,Oklahoma City,Oklahoma,Central,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,868.59,10,2017,Quarter4
2521,15/10/2017,Standard Class,CD-12790,Cynthia Delaney,Home Office,Oklahoma City,Oklahoma,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,10,2017,Quarter4
2522,15/10/2017,Standard Class,CD-12790,Cynthia Delaney,Home Office,Oklahoma City,Oklahoma,Central,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,5.5,10,2017,Quarter4
2523,15/10/2017,Standard Class,CD-12790,Cynthia Delaney,Home Office,Oklahoma City,Oklahoma,Central,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6,10,2017,Quarter4
2524,6/4/2016,Standard Class,TT-21220,Thomas Thornton,Consumer,Houston,Texas,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,42.048,4,2016,Quarter2
2525,6/4/2016,Standard Class,TT-21220,Thomas Thornton,Consumer,Houston,Texas,Central,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,25.488,4,2016,Quarter2
2526,6/4/2016,Standard Class,TT-21220,Thomas Thornton,Consumer,Houston,Texas,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,6.9,4,2016,Quarter2
2527,6/4/2016,Standard Class,TT-21220,Thomas Thornton,Consumer,Houston,Texas,Central,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",9.648,4,2016,Quarter2
