RowID,OrderID,OrderDate,ShipDate,CustomerName,CustomerID,TotalCost,Frequency
774,CA-2015-117317,2015-10-19,2015-10-19,Jeremy Farry,JF-15490,13.44,1
775,CA-2016-118423,2016-03-24,2016-03-27,Dennis Pardue,DP-13390,359.058,1
776,CA-2018-149181,2018-05-08,2018-05-12,Maribeth Dona,MD-17350,47.992,1
777,CA-2018-132234,2018-10-16,2018-10-18,Maribeth Yedwab,MY-17380,547.3,1
778,CA-2018-158876,2018-11-19,2018-11-21,Aimee Bixby,AB-10150,138.7,4
779,CA-2017-164672,2017-05-08,2017-05-13,George Bell,GB-14530,211.96,1
780,US-2017-132857,2017-12-11,2017-12-17,Cynthia Arntzen,CA-12775,6.672,1
781,CA-2018-116645,2018-11-30,2018-12-04,Max Engle,ME-17725,155.94,1
782,US-2017-115819,2017-04-19,2017-04-24,Jas O'Carroll,JO-15280,156.52,6
783,CA-2015-156349,2015-05-26,2015-05-30,Marina Lichtenstein,ML-17395,576.23,3
784,CA-2018-138380,2018-12-21,2018-12-25,Yana Sorensen,YS-21880,1000.02,1
785,US-2017-113509,2017-03-15,2017-03-19,Paul Lucas,PL-18925,83.976,1
786,CA-2016-130022,2016-08-10,2016-08-16,Julie Kriz,JK-16120,74.94,3
787,US-2017-118780,2017-09-10,2017-09-14,Parhena Norris,PN-18775,66.17,2
788,CA-2018-108560,2018-07-08,2018-07-15,Jenna Caffey,JC-15385,1058.11,4
789,CA-2016-157084,2016-12-19,2016-12-24,James Galang,JG-15160,1941.81,2
790,CA-2016-164539,2016-11-16,2016-11-22,Philisse Overcash,PO-19180,523.25,1
791,CA-2016-143119,2016-09-24,2016-09-30,Marc Crier,MC-17275,517.5,1
792,CA-2018-101049,2018-06-21,2018-06-25,Alan Shonely,AS-10240,59.18,2
793,CA-2017-106530,2017-05-08,2017-05-08,Clay Ludtke,CL-12565,1110.34,5
794,CA-2015-168984,2015-11-26,2015-12-02,Natalie Webber,NW-18400,1122.97,3
795,CA-2017-157266,2017-05-26,2017-06-01,Toby Braunhardt,TB-21280,83.15,4
796,US-2015-134712,2015-11-29,2015-12-04,Bill Stewart,BS-11380,12.624,1
797,CA-2016-111829,2016-03-19,2016-03-20,Fred Hopkins,FH-14365,4607.27,3
798,CA-2016-105221,2016-11-01,2016-11-03,Valerie Mitchum,VM-21685,38.53,2
799,CA-2016-120341,2016-09-26,2016-09-29,Sarah Foster,SF-20200,167.0,2
800,CA-2015-135699,2015-08-29,2015-08-29,Hilary Holden,HH-15010,123.28,2
801,US-2018-132444,2018-11-18,2018-11-21,Christina DeMoss,CD-12280,409.55,5
802,CA-2015-127159,2015-05-12,2015-05-15,Hunter Lopez,HL-15040,34.79,1
803,CA-2018-161809,2018-01-20,2018-01-26,Thea Hendricks,TH-21100,160.776,1
804,CA-2018-127285,2018-10-30,2018-11-06,Michelle Moray,MM-18055,102.66,2
805,CA-2018-144526,2018-04-30,2018-05-06,Quincy Jones,QJ-19255,691.48,2
806,CA-2017-128531,2017-11-24,2017-11-26,Neola Schneider,NS-18505,527.22,6
807,US-2016-157154,2016-01-10,2016-01-15,Michael Moore,MM-17920,1018.104,1
808,CA-2018-159457,2018-10-19,2018-10-26,Rick Duston,RD-19480,16.68,1
809,CA-2017-107615,2017-03-22,2017-03-25,Robert Barroso,RB-19645,58.58,1
810,CA-2018-111647,2018-07-03,2018-07-07,Rob Dowd,RD-19585,167.968,1
811,CA-2016-150560,2016-12-11,2016-12-12,Shaun Weien,SW-20455,196.62,1
812,CA-2016-143077,2016-09-17,2016-09-21,Sylvia Foulston,SF-20965,28.52,2
813,CA-2017-122728,2017-05-18,2017-05-24,Eric Barreto,EB-13930,122.22,2
814,CA-2015-122882,2015-09-07,2015-09-13,Sean Braxton,SB-20290,539.08,4
815,US-2017-101497,2017-09-29,2017-10-01,Pamela Stobb,PS-18760,18.97,1
816,CA-2017-147585,2017-11-07,2017-11-12,Claudia Bergmann,CB-12535,14.82,1
817,CA-2018-149489,2018-04-24,2018-04-27,Damala Kotsonis,DK-12835,107.99,3
818,CA-2018-143798,2018-12-10,2018-12-12,Anthony Witt,AW-10840,321.25,2
819,CA-2015-142839,2015-08-16,2015-08-20,Troy Staebel,TS-21610,853.092,1
820,CA-2018-129833,2018-12-09,2018-12-15,Herbert Flentye,HF-14995,43.85,2
821,US-2017-154361,2017-03-14,2017-03-19,Henia Zydlo,HZ-14950,21.88,1
822,US-2017-158708,2017-06-26,2017-06-29,Alejandro Ballentine,AB-10255,13.616,1
823,CA-2016-156335,2016-09-25,2016-09-28,Phillina Ober,PO-19195,183.4,3
824,CA-2016-148376,2016-12-27,2016-12-31,Arthur Gainer,AG-10900,128.52,2
825,CA-2015-135657,2015-06-03,2015-06-07,Steven Cartwright,SC-20725,515.88,1
826,CA-2016-114069,2016-07-13,2016-07-15,Natalie DeCherney,ND-18370,1952.81,3
827,CA-2015-139857,2015-02-02,2015-02-06,Cynthia Delaney,CD-12790,12.35,1
828,CA-2017-106306,2017-03-08,2017-03-08,Patrick Gardner,PG-18820,9.702,1
829,CA-2016-100545,2016-11-22,2016-11-26,Irene Maddox,IM-15070,11.61,1
830,CA-2018-123491,2018-10-30,2018-11-05,Jamie Kunitz,JK-15205,1993.77,6
831,CA-2016-145401,2016-01-30,2016-02-04,Jeremy Pistek,JP-15520,14.304,1
832,US-2018-124968,2018-09-08,2018-09-13,Michelle Moray,MM-18055,765.625,1
833,CA-2018-104003,2018-10-07,2018-10-13,Debra Catini,DC-13285,307.666,1
834,CA-2017-154788,2017-04-30,2017-05-04,John Lee,JL-15835,7.712,1
835,CA-2017-169943,2017-05-19,2017-05-24,Bradley Nguyen,BN-11515,821.22,5
836,US-2016-123218,2016-12-20,2016-12-25,Katherine Ducich,KD-16345,775.01,3
837,CA-2016-127453,2016-12-19,2016-12-20,Jay Kimmel,JK-15370,526.73,3
838,US-2018-164056,2018-04-29,2018-05-04,Filia McAdams,FM-14215,1048.35,1
839,CA-2017-106894,2017-02-07,2017-02-07,Christina Anderson,CA-12265,107.83,2
840,CA-2015-125136,2015-09-28,2015-10-03,Keith Dawkins,KD-16495,106.94,2
841,US-2017-131149,2017-07-10,2017-07-14,Logan Haushalter,LH-17155,492.28,2
842,CA-2018-101483,2018-07-29,2018-08-01,Anna Gayman,AG-10675,61.22,3
843,CA-2016-130204,2016-09-03,2016-09-09,David Bremer,DB-13120,178.79,3
844,CA-2015-110527,2015-08-09,2015-08-16,Emily Ducich,ED-13885,20.88,1
845,CA-2018-152807,2018-10-30,2018-11-03,Mick Crebagga,MC-18100,481.47,4
846,CA-2015-133270,2015-06-06,2015-06-09,Bryan Mills,BM-11785,13.36,1
847,CA-2017-155670,2017-08-13,2017-08-17,Erin Mull,EM-14065,21.5,2
848,US-2015-157406,2015-04-25,2015-04-29,Dianna Arnett,DA-13450,16.61,2
849,CA-2016-139094,2016-11-22,2016-11-27,Meg O'Connel,MO-17800,206.962,1
850,CA-2018-168837,2018-10-14,2018-10-17,Joni Wasserman,JW-15955,9.46,1
851,CA-2018-116715,2018-12-02,2018-12-05,Victoria Wilson,VW-21775,678.1,3
852,CA-2016-135622,2016-12-08,2016-12-11,Tonja Turnell,TT-21460,2079.11,2
853,US-2016-107349,2016-07-13,2016-07-15,Sara Luxemburg,SL-20155,41.568,1
854,CA-2015-139017,2015-05-11,2015-05-17,Raymond Messe,RM-19375,46.864,1
855,CA-2015-141817,2015-01-05,2015-01-12,Mick Brown,MB-18085,19.536,1
856,CA-2016-130785,2016-09-05,2016-09-09,Arthur Gainer,AG-10900,733.28,3
857,CA-2017-110254,2017-08-04,2017-08-08,Max Ludwig,ML-17755,158.81,4
858,US-2015-158057,2015-03-22,2015-03-26,Craig Carroll,CC-12685,59.11,2
859,CA-2018-146024,2018-03-02,2018-03-08,Stewart Carmichael,SC-20770,19.2,2
860,CA-2017-129686,2017-11-27,2017-11-29,Greg Guthrie,GG-14650,160.38,2
861,CA-2015-118976,2015-04-28,2015-05-03,Muhammed Yedwab,MY-18295,526.96,4
862,CA-2016-105347,2016-11-24,2016-11-28,Darren Powers,DP-13000,383.61,2
863,CA-2017-124667,2017-11-11,2017-11-16,Bryan Davis,BD-11770,143.33,2
864,CA-2016-111094,2016-07-09,2016-07-13,Claudia Bergmann,CB-12535,129.52,2
865,CA-2018-166317,2018-09-22,2018-09-26,Jim Epp,JE-15610,438.01,4
866,CA-2016-154326,2016-02-15,2016-02-19,Roy Phan,RP-19855,974.9,3
867,CA-2015-102008,2015-09-30,2015-10-04,Russell Applegate,RA-19915,48.94,1
868,CA-2015-120474,2015-12-01,2015-12-03,Resi Pölking,RP-19390,2854.48,2
869,CA-2015-104773,2015-12-08,2015-12-13,Thomas Boland,TB-21175,60.416,1
870,CA-2017-140774,2017-09-05,2017-09-10,Brad Eason,BE-11455,107.94,1
871,US-2018-139465,2018-08-27,2018-08-30,Mathew Reese,MR-17545,448.82,3
872,CA-2017-100965,2017-07-07,2017-07-11,Raymond Messe,RM-19375,215.65,1
873,CA-2017-121034,2017-08-08,2017-08-10,Jill Fjeld,JF-15565,65.12,2
874,CA-2017-149461,2017-11-13,2017-11-19,Adrian Shami,AS-10135,4.18,1
875,CA-2018-158379,2018-09-22,2018-09-26,Joseph Airdo,JA-15970,4749.32,3
876,US-2017-116729,2017-12-25,2017-12-28,Grace Kelly,GK-14620,2875.54,3
877,CA-2017-164938,2017-02-11,2017-02-13,Phillip Breyer,PB-19210,69.93,1
878,CA-2017-165484,2017-10-23,2017-10-29,Heather Kirkland,HK-14890,70.97,2
879,CA-2015-132612,2015-06-09,2015-06-11,Frank Olsen,FO-14305,1441.3,1
880,US-2018-161193,2018-11-20,2018-11-26,Brian Thompson,BT-11680,82.26,2
881,CA-2016-131597,2016-09-14,2016-09-18,Stefania Perrino,SP-20620,170.136,1
882,CA-2016-164833,2016-06-04,2016-06-04,Lauren Leatherbury,LL-16840,16.64,2
883,CA-2016-125423,2016-12-13,2016-12-15,Matt Collins,MC-17575,9.96,1
884,US-2015-130379,2015-05-25,2015-05-29,Janet Lee,JL-15235,104.92,2
885,CA-2017-168956,2017-02-16,2017-02-20,Erin Ashbrook,EA-14035,167.18,4
886,CA-2017-167507,2017-12-22,2017-12-28,Sue Ann Reed,SA-20830,65.94,3
887,CA-2017-109344,2017-02-08,2017-02-11,Cathy Hwang,CH-12070,1127.976,1
888,US-2016-140851,2016-07-13,2016-07-15,Neil Ducich,ND-18460,38.88,1
889,CA-2015-103373,2015-05-18,2015-05-24,Bruce Stewart,BS-11755,779.796,1
890,CA-2018-145884,2018-10-21,2018-10-21,Sara Luxemburg,SL-20155,1702.03,2
891,CA-2016-131422,2016-11-05,2016-11-09,George Bell,GB-14530,207.0,1
892,CA-2018-162691,2018-08-01,2018-08-07,Aaron Smayling,AS-10045,1476.27,2
893,CA-2015-141278,2015-06-21,2015-06-24,Raymond Messe,RM-19375,21.4,1
894,CA-2018-122693,2018-02-19,2018-02-21,Nicole Hansen,NH-18610,1245.86,1
895,CA-2015-117345,2015-08-01,2015-08-05,Barbara Fisher,BF-10975,202.89,4
896,CA-2017-157763,2017-07-18,2017-07-23,Katharine Harms,KH-16330,140.81,1
897,CA-2016-135391,2016-02-09,2016-02-11,Frank Atkinson,FA-14230,80.88,2
898,US-2018-113852,2018-07-29,2018-08-02,Giulietta Weimer,GW-14605,90.57,1
899,US-2018-158512,2018-01-12,2018-01-17,Dianna Arnett,DA-13450,77.76,2
900,CA-2018-128370,2018-09-10,2018-09-10,Frank Hawley,FH-14275,369.54,2
901,CA-2016-160472,2016-07-20,2016-07-25,Ralph Kennedy,RK-19300,1238.33,6
902,CA-2015-114643,2015-06-13,2015-06-17,Filia McAdams,FM-14215,14.52,1
903,US-2018-158218,2018-05-12,2018-05-15,Alyssa Crouse,AC-10420,162.16,2
904,CA-2016-121608,2016-09-03,2016-09-05,Jennifer Braxton,JB-15400,238.11,2
905,US-2018-121251,2018-03-26,2018-03-27,Gary McGarr,GM-14440,377.53,2
906,CA-2015-151078,2015-11-12,2015-11-12,Roy Französisch,RF-19840,49.632,1
907,US-2017-100839,2017-10-13,2017-10-17,Noah Childs,NC-18625,752.41,2
908,US-2018-116659,2018-11-12,2018-11-12,Nat Gilpin,NG-18355,370.782,1
909,CA-2018-118857,2018-04-15,2018-04-18,Adam Hart,AH-10075,196.45,1
910,CA-2016-127110,2016-06-25,2016-07-01,Cathy Hwang,CH-12070,109.36,2
911,CA-2017-148201,2017-08-26,2017-08-29,Charles Crestani,CC-12145,6.48,1
912,CA-2015-116932,2015-07-21,2015-07-25,Michelle Ellison,ME-18010,1173.62,3
913,CA-2018-142888,2018-11-21,2018-11-25,Benjamin Patterson,BP-11230,70.98,1
914,CA-2015-147914,2015-06-04,2015-06-09,Mark Packer,MP-17470,16.224,1
915,US-2017-112977,2017-03-10,2017-03-16,Caroline Jumper,CJ-12010,176.784,1
916,CA-2018-112039,2018-03-25,2018-03-29,John Castell,JC-15775,470.376,1
917,CA-2018-118885,2018-12-29,2019-01-02,James Galang,JG-15160,695.94,2
918,US-2018-166611,2018-03-28,2018-04-02,Cyma Kinney,CK-12760,68.742,1
919,CA-2016-109512,2016-03-05,2016-03-05,Luke Foster,LF-17185,976.35,3
920,CA-2017-118570,2017-11-13,2017-11-17,Chuck Clark,CC-12430,217.056,1
921,CA-2018-154718,2018-01-19,2018-01-23,Dan Lawera,DL-12865,6.0,1
922,CA-2017-147578,2017-04-22,2017-04-26,Paul Gonzalez,PG-18895,31.56,1
923,CA-2015-140165,2015-05-13,2015-05-15,Erica Hernandez,EH-14005,405.46,2
924,CA-2015-142587,2015-10-21,2015-10-22,Tracy Blumstein,TB-21520,531.38,2
925,CA-2015-157623,2015-03-14,2015-03-18,Dean Katz,DK-13225,13.94,2
926,CA-2018-145310,2018-12-22,2018-12-24,Jeremy Pistek,JP-15520,7.824,1
927,CA-2017-100083,2017-11-24,2017-11-29,Carol Darley,CD-11980,24.784,1
928,US-2018-108063,2018-12-02,2018-12-05,Adam Shillingsburg,AS-10090,34.65,1
929,CA-2016-109197,2016-12-31,2017-01-04,Jas O'Carroll,JO-15280,487.984,1
930,CA-2018-141789,2018-10-03,2018-10-06,Amy Cox,AC-10450,1793.98,1
931,CA-2015-169775,2015-08-29,2015-09-02,Ryan Akin,RA-19945,709.04,3
932,CA-2017-140543,2017-06-29,2017-07-03,Corey-Lock,Co-12640,191.88,1
933,CA-2017-151141,2017-08-20,2017-08-23,Dianna Wilson,DW-13480,14.78,1
934,CA-2018-167094,2018-10-21,2018-10-22,Damala Kotsonis,DK-12835,512.06,3
935,CA-2018-154410,2018-10-21,2018-10-24,Michael Dominguez,MD-17860,909.12,1
936,US-2017-150567,2017-05-17,2017-05-21,Roy Phan,RP-19855,29.97,2
937,CA-2016-157959,2016-02-03,2016-02-04,Rick Wilson,RW-19540,136.92,1
938,CA-2018-105886,2018-12-18,2018-12-23,Duane Benoit,DB-13660,18.96,1
939,CA-2017-105963,2017-11-15,2017-11-22,Stewart Carmichael,SC-20770,99.39,1
940,CA-2018-121503,2018-07-03,2018-07-06,Frank Hawley,FH-14275,871.03,2
941,CA-2015-103366,2015-01-15,2015-01-17,Erica Hackney,EH-13990,149.95,1
942,CA-2018-124597,2018-04-30,2018-05-05,Ann Steele,AS-10630,32.09,3
943,CA-2016-105634,2016-11-08,2016-11-14,Helen Abelman,HA-14905,11.65,1
944,CA-2016-123673,2016-10-30,2016-11-01,Cathy Hwang,CH-12070,299.9,1
945,US-2018-111423,2018-08-17,2018-08-19,Edward Hooks,EH-13765,1358.48,2
946,CA-2016-125178,2016-10-03,2016-10-09,Mary Zewe,MZ-17515,15.008,1
947,CA-2017-156685,2017-07-08,2017-07-10,Scot Coram,SC-20230,911.26,2
948,CA-2018-126865,2018-12-05,2018-12-07,Naresj Patel,NP-18325,92.94,1
949,CA-2018-102834,2018-03-09,2018-03-13,Lindsay Williams,LW-16990,199.98,1
950,US-2017-139710,2017-06-09,2017-06-15,Greg Matthias,GM-14680,177.48,1
951,CA-2018-121538,2018-11-28,2018-12-01,Rick Hansen,RH-19495,88.768,1
952,US-2018-101539,2018-03-16,2018-03-18,Valerie Mitchum,VM-21685,712.97,3
953,CA-2017-152121,2017-11-27,2017-11-29,Craig Carreira,CC-12670,271.992,1
954,CA-2018-161200,2018-08-06,2018-08-10,Seth Vernon,SV-20365,161.14,2
955,CA-2018-101245,2018-11-27,2018-12-03,Lindsay Williams,LW-16990,410.71,2
956,CA-2016-141768,2016-05-25,2016-05-27,Nora Pelletier,NP-18685,14.73,1
957,CA-2017-112109,2017-07-08,2017-07-12,Joe Elijah,JE-15715,725.08,4
958,CA-2018-144064,2018-08-29,2018-09-01,Cathy Prescott,CP-12085,78.04,3
959,CA-2017-108581,2017-06-20,2017-06-26,Erin Ashbrook,EA-14035,106.34,2
960,CA-2018-157987,2018-09-02,2018-09-06,Ann Chong,AC-10615,2255.87,12
961,CA-2018-110905,2018-09-10,2018-09-15,Robert Waldorf,RW-19690,808.92,8
962,CA-2018-165841,2018-12-21,2018-12-28,Dean Braden,DB-13210,517.91,3
963,CA-2018-117485,2018-09-23,2018-09-29,Bill Donatelli,BD-11320,291.96,1
964,CA-2018-140242,2018-05-06,2018-05-11,Max Ludwig,ML-17755,415.15,2
965,CA-2015-148950,2015-12-14,2015-12-19,Joy Daniels,JD-16015,43.02,3
966,CA-2015-110408,2015-10-18,2015-10-20,Alan Schoenberger,AS-10225,2216.8,3
967,CA-2016-109939,2016-05-08,2016-05-12,Allen Armold,AA-10375,5.248,1
968,CA-2017-112669,2017-04-14,2017-04-14,Kean Takahito,KT-16465,976.51,2
969,CA-2016-119592,2016-12-14,2016-12-16,Muhammed MacIntyre,MM-18280,3.76,1
970,CA-2015-122749,2015-12-03,2015-12-09,Nathan Gelder,NG-18430,479.96,1
971,CA-2015-164721,2015-11-25,2015-11-27,Laurel Workman,LW-16825,371.52,3
972,CA-2017-147417,2017-07-25,2017-07-27,Christy Brittain,CB-12415,1439.976,1
973,CA-2016-127509,2016-11-09,2016-11-13,Adam Shillingsburg,AS-10090,1085.16,4
974,CA-2018-111374,2018-02-24,2018-02-28,Christy Brittain,CB-12415,4.956,1
975,CA-2018-133648,2018-06-25,2018-07-02,Max Ludwig,ML-17755,87.68,3
976,US-2018-147221,2018-12-02,2018-12-04,Joy Smith,JS-16030,303.37,2
977,CA-2015-131905,2015-02-06,2015-02-09,Neil Ducich,ND-18460,321.56,3
978,CA-2018-166128,2018-04-11,2018-04-18,Luke Weiss,LW-17215,241.81,2
979,CA-2018-163510,2018-12-25,2018-12-28,Joni Wasserman,JW-15955,400.39,2
980,US-2018-143028,2018-04-11,2018-04-18,Sample Company A,SC-20050,11.364,1
981,CA-2015-111150,2015-12-31,2016-01-04,Rob Williams,RW-19630,77.21,2
982,CA-2018-165386,2018-08-03,2018-08-04,Charlotte Melton,CM-12190,183.372,1
983,CA-2015-116407,2015-11-15,2015-11-21,Jamie Frazer,JF-15190,362.18,3
984,CA-2016-155761,2016-12-11,2016-12-11,Stuart Calhoun,SC-20800,206.33,2
985,CA-2017-145905,2017-09-18,2017-09-23,Anne McFarland,AM-10705,1264.14,3
986,CA-2016-113110,2016-03-19,2016-03-23,Berenike Kampe,BK-11260,105.69,4
987,CA-2017-168354,2017-09-19,2017-09-21,Rick Huthwaite,RH-19510,2545.12,4
988,US-2018-111241,2018-08-20,2018-08-22,Gene McClure,GM-14500,239.12,1
989,CA-2016-114237,2016-03-13,2016-03-15,Marc Crier,MC-17275,141.96,1
990,CA-2017-113516,2017-09-08,2017-09-10,Valerie Mitchum,VM-21685,100.16,2
991,CA-2016-117961,2016-11-26,2016-11-30,Guy Phonely,GP-14740,191.62,4
992,CA-2017-128923,2017-12-09,2017-12-13,George Bell,GB-14530,18.72,2
993,CA-2018-162481,2018-09-25,2018-09-29,Carol Triggs,CT-11995,278.23,2
994,CA-2016-119214,2016-01-23,2016-01-27,Carl Weiss,CW-11905,43.66,2
995,CA-2016-122287,2016-06-18,2016-06-23,Skye Norling,SN-20560,101.01,4
996,CA-2016-104493,2016-10-02,2016-10-08,Ed Braxton,EB-13705,57.504,1
997,US-2018-158946,2018-11-18,2018-11-23,Jane Waco,JW-15220,38.864,1
998,CA-2015-129168,2015-08-17,2015-08-23,Ken Black,KB-16585,15.552,1
999,CA-2017-131835,2017-07-17,2017-07-21,Matt Collister,MC-17590,815.12,3
1000,CA-2016-142237,2016-07-11,2016-07-13,Clytie Kelty,CK-12595,676.73,6
1001,CA-2017-136434,2017-12-01,2017-12-07,Rick Duston,RD-19480,17.31,1
1002,CA-2018-120376,2018-12-22,2018-12-25,Theone Pippenger,TP-21130,2283.43,4
1003,CA-2015-106439,2015-10-31,2015-11-04,Greg Guthrie,GG-14650,1007.94,9
1004,CA-2016-133452,2016-04-13,2016-04-19,Zuschuss Carroll,ZC-21910,910.79,2
1005,CA-2017-146521,2017-07-21,2017-07-23,Corey Catlett,CC-12610,1.941,1
1006,US-2018-110996,2018-11-20,2018-11-25,Kelly Andreada,KA-16525,283.92,1
1007,CA-2017-129693,2017-11-26,2017-12-02,Tamara Chand,TC-20980,7.312,1
1008,CA-2018-122504,2018-11-07,2018-11-12,Deborah Brumfield,DB-13270,821.51,2
1009,CA-2015-131051,2015-12-01,2015-12-05,Toby Ritter,TR-21325,58.2,1
1010,CA-2018-140676,2018-09-12,2018-09-15,Bart Folk,BF-11080,225.61,3
1011,CA-2016-120103,2016-12-24,2016-12-29,Maribeth Schnelling,MS-17365,225.93,3
1012,CA-2018-104647,2018-02-23,2018-03-01,Clytie Kelty,CK-12595,37.44,1
1013,CA-2015-110352,2015-11-23,2015-11-29,Emily Ducich,ED-13885,23.68,1
1014,CA-2017-140501,2017-06-23,2017-06-28,Irene Maddox,IM-15070,616.16,5
1015,CA-2016-139290,2016-10-26,2016-10-30,Maribeth Yedwab,MY-17380,5.76,1
1016,CA-2018-166142,2018-07-15,2018-07-19,Magdelene Morse,MM-17260,336.99,2
1017,CA-2015-145926,2015-11-17,2015-11-21,Mark Packer,MP-17470,479.9,1
1018,CA-2016-149678,2016-04-13,2016-04-15,Anthony Witt,AW-10840,12.88,1
1019,US-2016-164357,2016-11-25,2016-11-29,Sandra Flanagan,SF-20065,13.12,1
1020,US-2017-146570,2017-05-15,2017-05-20,Steve Nguyen,SN-20710,612.14,3
1021,CA-2018-124401,2018-09-07,2018-09-12,Ruben Dartt,RD-19900,317.62,2
1022,US-2015-140116,2015-03-10,2015-03-17,Kean Thornton,KT-16480,719.58,2
1023,CA-2015-123295,2015-07-18,2015-07-18,Adrian Hane,AH-10120,259.136,1
1024,CA-2018-167101,2018-03-24,2018-03-28,Brian Moss,BM-11650,247.92,2
1025,US-2015-167633,2015-09-30,2015-10-05,Ben Wallace,BW-11200,15.552,1
1026,US-2015-152723,2015-09-26,2015-09-26,Henry Goldwyn,HG-14965,0.876,1
1027,CA-2016-164882,2016-10-31,2016-10-31,Sandra Glassco,SG-20080,2562.17,9
1028,CA-2016-159786,2016-10-12,2016-10-17,Ralph Kennedy,RK-19300,209.67,1
1029,CA-2017-130267,2017-09-19,2017-09-23,Scot Wooten,SW-20245,159.88,1
1030,CA-2018-155460,2018-04-13,2018-04-15,Rob Williams,RW-19630,901.2,2
1031,US-2018-168690,2018-01-07,2018-01-13,Thais Sissman,TS-21085,2.808,1
1032,CA-2018-158246,2018-11-09,2018-11-11,Jennifer Braxton,JB-15400,215.976,1
1033,CA-2018-167381,2018-09-22,2018-09-24,Erica Hernandez,EH-14005,269.68,2
1034,CA-2018-144862,2018-12-01,2018-12-05,Erica Hernandez,EH-14005,167.64,2
1035,CA-2015-126032,2015-06-23,2015-06-28,Brian Stugart,BS-11665,86.376,1
1036,CA-2016-134859,2016-10-04,2016-10-09,Julie Kriz,JK-16120,85.68,2
1037,US-2015-114188,2015-05-20,2015-05-22,Randy Ferguson,RF-19345,211.66,3
1038,CA-2016-156524,2016-11-20,2016-11-26,Dan Lawera,DL-12865,19.65,1
1039,CA-2016-122210,2016-11-30,2016-12-04,William Brown,WB-21850,258.5,3
1040,CA-2016-156377,2016-12-31,2017-01-05,Trudy Brown,TB-21625,18.42,2
1041,US-2018-157896,2018-11-16,2018-11-16,Christy Brittain,CB-12415,146.82,1
1042,CA-2015-159520,2015-06-06,2015-06-11,Grant Thornton,GT-14635,1158.44,3
1043,CA-2017-155481,2017-09-01,2017-09-05,Dean Katz,DK-13225,71.16,3
1044,US-2017-152051,2017-06-25,2017-06-29,Theresa Swint,TS-21160,714.5,3
1045,CA-2015-141607,2015-12-12,2015-12-17,William Brown,WB-21850,43.31,1
1046,CA-2018-102771,2018-03-31,2018-04-05,Denny Ordway,DO-13435,84.95,1
1047,US-2018-139969,2018-11-19,2018-11-26,Art Ferguson,AF-10870,233.058,1
1048,CA-2015-167360,2015-11-24,2015-11-29,Richard Bierner,RB-19435,111.79,1
1049,CA-2016-123505,2016-11-22,2016-11-26,Andy Reiter,AR-10540,14.94,1
1050,CA-2017-117282,2017-07-14,2017-07-18,Dan Reichenbach,DR-12880,14.16,1
1051,US-2017-120460,2017-04-30,2017-05-05,Ben Ferrer,BF-11170,22.608,1
1052,CA-2017-111115,2017-07-25,2017-07-27,Larry Blacks,LB-16735,21.48,1
1053,CA-2015-124646,2015-06-22,2015-06-24,Dianna Vittorini,DV-13465,663.75,2
1054,CA-2018-148166,2018-10-21,2018-10-26,Neil Knudson,NK-18490,17.856,1
1055,CA-2017-159737,2017-09-03,2017-09-09,Carlos Soltero,CS-11950,8.808,1
1056,CA-2017-141019,2017-05-14,2017-05-14,Logan Haushalter,LH-17155,79.384,1
1057,CA-2017-101938,2017-01-07,2017-01-12,Dianna Wilson,DW-13480,34.58,1
1058,CA-2018-166296,2018-03-13,2018-03-19,Karen Ferguson,KF-16285,314.55,1
1059,CA-2017-154018,2017-10-13,2017-10-19,Helen Andreada,HA-14920,362.34,5
1060,CA-2018-117870,2018-01-27,2018-01-30,John Huston,JH-15820,193.97,3
1061,US-2018-137491,2018-11-19,2018-11-25,Linda Cazamias,LC-16930,305.312,1
1062,CA-2015-152296,2015-08-01,2015-08-03,Ivan Liston,IL-15100,19.752,1
1063,CA-2017-112025,2017-07-30,2017-08-04,Lindsay Shagiari,LS-16975,9.264,1
1064,CA-2016-132507,2016-07-30,2016-08-03,Corey Catlett,CC-12610,61.792,1
1065,CA-2017-125738,2017-10-15,2017-10-21,Patrick Bzostek,PB-18805,219.12,4
1066,CA-2017-128818,2017-05-07,2017-05-11,Caroline Jumper,CJ-12010,4835.97,6
1067,CA-2018-124576,2018-08-01,2018-08-04,Heather Kirkland,HK-14890,54.896,1
1068,CA-2017-101378,2017-07-14,2017-07-14,Rob Haberlin,RH-19600,29.0,1
1069,CA-2018-143063,2018-08-10,2018-08-15,Ivan Liston,IL-15100,1645.87,3
1070,CA-2017-118913,2017-06-25,2017-06-29,Alan Shonely,AS-10240,60.81,1
1071,CA-2017-128412,2017-12-10,2017-12-17,Arthur Prichep,AP-10915,422.66,5
1072,CA-2017-136483,2017-12-01,2017-12-06,Allen Goldenen,AG-10390,4.704,1
1073,CA-2015-163013,2015-11-28,2015-12-04,Bart Folk,BF-11080,14.67,1
1074,CA-2016-135363,2016-03-28,2016-04-02,Chloris Kastensmidt,CK-12205,20.78,2
1075,US-2015-165659,2015-06-01,2015-06-06,Liz Thompson,LT-17110,904.13,2
1076,CA-2016-138002,2016-09-06,2016-09-12,Beth Thompson,BT-11305,197.92,2
1077,CA-2016-128860,2016-06-29,2016-07-05,Steven Cartwright,SC-20725,20.104,1
1078,CA-2017-164350,2017-09-10,2017-09-12,Catherine Glotzbach,CG-12040,67.56,1
